No,Salary
39522,107093.69747387111
39523,89016.15800956606
39524,11202.051010408017
39525,78830.30786311357
39526,6262.582703349525
39527,106252.9941494934
39528,104946.21195159416
39529,48958.82830323519
39530,32880.68752966666
39531,75718.47201972234
39532,117406.65859326124
39533,87758.5367958027
39534,104541.46479885044
39535,76249.7828635161
39536,77109.47262933523
39537,34358.63575159201
39538,86078.12112017028
39539,124839.77585829001
39540,124927.21791258703
39541,76654.79035969415
39542,23006.496315301985
39543,18731.89625059268
39544,32872.697605871326
39545,18278.264682482666
39546,14501.896739419688
39547,10507.866158463792
39548,147564.44329026263
39549,5869.47383954385
39550,73557.55617601846
39551,124681.31341480851
39552,15460.657409307925
39553,35292.54827561147
39554,23397.42009018949
39555,16295.404374609538
39556,47255.7351490389
39557,107170.42894011874
39558,65315.65415578238
39559,12848.278721816614
39560,56637.68136614994
39561,41299.9471894187
39562,123161.77886693347
39563,19039.37558018491
39564,68698.9807896785
39565,41921.32576421665
39566,6363.11902799992
39567,13464.94433581759
39568,102124.39074034122
39569,64597.542248285215
39570,82443.75242515361
39571,54586.568069221845
39572,44416.624192513154
39573,18230.972569483398
39574,81420.3276928049
39575,92602.78753870263
39576,119923.19102324946
39577,19869.506065550664
39578,20317.354337937133
39579,69778.46768821668
39580,8865.058617062574
39581,52949.45590397715
39582,64547.94871320979
39583,82367.6347364355
39584,84153.60202352412
39585,80902.68862178866
39586,69628.73511522195
39587,66761.24031325582
39588,31447.283590899686
39589,28869.051048897014
39590,69183.81870001108
39591,104459.16912555012
39592,79316.64481640898
39593,114761.83361450165
39594,32836.17534917707
39595,123645.49899217246
39596,68685.07073302449
39597,31904.78221575866
39598,31295.44849120106
39599,52712.48788443454
39600,81391.00200440234
39601,122427.68686485714
39602,60595.82812530192
39603,95757.93988193458
39604,50401.65173345478
39605,72290.91394081533
39606,73967.10784608671
39607,11426.856194302045
39608,123863.74162848349
39609,142943.07667727562
39610,93419.31061552861
39611,13615.181038743138
39612,87209.77433066002
39613,61930.43224381845
39614,32355.843776459376
39615,43977.06237924031
39616,36072.66161593634
39617,42250.465125194125
39618,42863.11609594575
39619,76976.21325322689
39620,62782.610473529465
39621,123540.25002344519
39622,11713.082982213007
39623,67351.27220015548
39624,25926.15926287737
39625,53815.446285731065
39626,12715.276619360882
39627,12907.171111875243
39628,113576.68198639012
39629,87134.05163092418
39630,6307.683410388436
39631,33485.99888248942
39632,96239.07860534357
39633,55282.787054609646
39634,11479.353229427854
39635,62241.43228386649
39636,20897.06888190085
39637,47072.10118822422
39638,6049.621473081976
39639,28886.13279122957
39640,11810.709298882159
39641,72259.82144193148
39642,43395.07495113997
39643,-8038.1534015408515
39644,41065.11094680251
39645,47907.94912441704
39646,23208.130992161983
39647,125556.69594303827
39648,10696.99230025756
39649,43079.6254348203
39650,116821.68335570476
39651,55282.78661847093
39652,128633.00658926067
39653,129466.37181752459
39654,66886.8084136227
39655,133231.97445371942
39656,91914.72794515136
39657,82145.07266499534
39658,61344.26869384177
39659,56240.27127458664
39660,75202.2154668535
39661,18283.296749371442
39662,36170.057773269575
39663,121178.11589394412
39664,120482.80463157971
39665,6458.411286229999
39666,62397.006891652294
39667,37169.791155572886
39668,68656.75487676803
39669,14584.88041966116
39670,152625.53239711258
39671,83307.4788412738
39672,21140.153588499034
39673,13410.37790454436
39674,4079.570528379008
39675,109899.41569903384
39676,23188.862879422657
39677,74164.2287061931
39678,73132.23017543762
39679,59441.21399736196
39680,7634.783721709153
39681,84225.17533961074
39682,50708.23339423752
39683,103916.96534205652
39684,95631.54289444159
39685,123233.88843218882
39686,89512.26883651155
39687,116145.5425436316
39688,48637.36295609398
39689,7508.8890966099825
39690,44397.26320280128
39691,91613.1646301604
39692,20275.665916769958
39693,86445.73060556872
39694,78458.96569356971
39695,129973.55177478444
39696,13165.027483551305
39697,58233.03903226222
39698,69257.05254308275
39699,3816.223975435899
39700,27634.05164072686
39701,14165.136870693355
39702,112186.34271194822
39703,55437.46722903961
39704,47253.01523732398
39705,40324.4888052293
39706,96266.69407376928
39707,152849.1724457053
39708,35819.69601784274
39709,5578.985107157495
39710,42695.8872698581
39711,76233.33471003239
39712,16999.255005261235
39713,47062.06034879022
39714,37269.862812917716
39715,40101.17757055632
39716,5614.347510593425
39717,27884.44302455689
39718,152297.70175717186
39719,39314.65012118708
39720,10790.893415071405
39721,93526.12067726125
39722,91897.0775393504
39723,69446.91671992073
39724,8043.237358809522
39725,152114.89400042006
39726,22547.549550799526
39727,110814.47892384064
39728,102031.90937808984
39729,88970.45410905886
39730,46035.69282901872
39731,28653.681245375923
39732,37485.5543931731
39733,25643.17621116135
39734,73005.68808032424
39735,71439.41074215005
39736,37975.08425110483
39737,64127.11752555697
39738,60921.56005861787
39739,108380.11129823184
39740,18601.084063492228
39741,55532.203147742366
39742,4274.712844219767
39743,104757.09165855
39744,132293.38242456556
39745,72618.57701328587
39746,25435.306318318013
39747,37320.78949177081
39748,20296.933845994663
39749,9591.542174589444
39750,68382.26711479916
39751,131091.25419743545
39752,45617.16683464972
39753,76833.95112618036
39754,83653.03100019692
39755,9264.34727877912
39756,73712.18028095335
39757,119085.40683167492
39758,5004.680448873055
39759,22866.94313632796
39760,30156.47374891859
39761,50436.86735963764
39762,80647.4419255177
39763,3346.5730777655886
39764,49001.44827557114
39765,101756.41052489683
39766,61601.49682699679
39767,133746.17428790135
39768,92498.97681097091
39769,77080.50782364135
39770,132908.024291425
39771,10468.526858677415
39772,81268.27814981253
39773,8304.489549761887
39774,35662.06496591242
39775,41752.13322867839
39776,100634.36080558183
39777,28208.081873035313
39778,87500.64544729106
39779,38009.58785081594
39780,76931.0527990521
39781,24744.23927371759
39782,93055.9264435947
39783,70038.42177579654
39784,14146.63703983012
39785,14641.774822529054
39786,70613.84547125667
39787,63942.563095923186
39788,57633.95587344446
39789,133810.74993234396
39790,105699.54841831012
39791,52957.26310653191
39792,60022.61276091967
39793,43038.76545243098
39794,155213.2177964826
39795,9322.27504302767
39796,13217.373374787327
39797,59647.99066005078
39798,93145.02175025718
39799,17654.64147705655
39800,18890.82335782222
39801,6775.221351545289
39802,151550.40054040193
39803,178837.12586921453
39804,145125.64859181552
39805,12320.281546419388
39806,22547.257126169436
39807,99660.00806539995
39808,10419.420405192648
39809,18945.099532116747
39810,10682.604539849619
39811,60887.528043312974
39812,16414.19732989031
39813,91548.66033813312
39814,40156.9439594656
39815,82685.103244307
39816,52076.135530683525
39817,20191.162638757432
39818,75889.11625913405
39819,48263.63250560408
39820,90576.79255800968
39821,44828.15094590086
39822,128454.56484922668
39823,82615.63052401332
39824,20006.481592549568
39825,108463.9972827591
39826,69526.231412014
39827,38890.90420288944
39828,96257.23501784343
39829,38849.54611042302
39830,38708.15946341913
39831,10564.986302950174
39832,96156.44408810727
39833,11981.00994932713
39834,50358.35604149131
39835,39538.78796937349
39836,29321.108350103576
39837,129806.75029087544
39838,28018.73369990939
39839,37645.64407765744
39840,22008.39294019762
39841,59489.29861691071
39842,46304.95751258164
39843,79689.52423806456
39844,54736.01391318461
39845,132004.46172797916
39846,85861.73288293832
39847,95289.23453418781
39848,83537.50401277235
39849,118065.7863843932
39850,95510.91673726623
39851,83386.69367725069
39852,35463.73946568119
39853,74363.81969894482
39854,10283.627913019955
39855,57034.352019741185
39856,69465.03402784081
39857,63736.57211654439
39858,21817.97345590331
39859,80201.3817363814
39860,8486.617665172087
39861,40210.71335879605
39862,30218.290897426665
39863,63086.4299594438
39864,24505.656756461245
39865,53389.891002770404
39866,88033.86664453702
39867,69048.73881488864
39868,73455.9617311493
39869,72350.18301257056
39870,111063.03236008159
39871,84102.71129399986
39872,95466.76271336275
39873,69892.9613310309
39874,53127.94211442276
39875,4823.694778952587
39876,56699.31477225024
39877,101938.55562383131
39878,3383.6735958823515
39879,72844.9515471625
39880,103820.11464617758
39881,41858.16794375047
39882,21287.06928486109
39883,71975.21004584509
39884,139417.71040071914
39885,42554.34215096782
39886,122020.4189699575
39887,24369.444280529984
39888,24091.30351827427
39889,29631.50468303292
39890,20639.086891872466
39891,127186.23210610698
39892,70410.57361090451
39893,6997.8559625539365
39894,126427.66662187631
39895,30127.970500227042
39896,67456.58183277844
39897,151061.2250319251
39898,100292.6536287195
39899,38397.0437694836
39900,10253.54514596626
39901,105112.65213248151
39902,15539.234987491447
39903,95861.09787815419
39904,148931.348882579
39905,81442.98207675692
39906,57454.624247566884
39907,16721.30329599236
39908,70450.25727004946
39909,32612.500389605102
39910,10824.542675559793
39911,34112.05954956662
39912,48011.25116006977
39913,32335.48217623321
39914,54215.77198781703
39915,13217.541421872913
39916,101622.97325094839
39917,60001.27830375999
39918,82111.3210210373
39919,86506.90591759003
39920,8065.610283701206
39921,19071.61143823657
39922,67170.04683667337
39923,109244.93185083159
39924,98973.0163634926
39925,26531.160029809544
39926,113139.6706911279
39927,120529.25661797647
39928,8914.79572128565
39929,106397.39440517168
39930,74519.56755854953
39931,99743.81610371746
39932,56032.99427108519
39933,50842.03558441125
39934,119982.1473335226
39935,62843.82577734485
39936,53674.24248776209
39937,54424.08991777604
39938,91356.47883648817
39939,85486.0441573057
39940,9609.649010022486
39941,60905.56177322085
39942,87617.1435533115
39943,28547.770834146126
39944,104945.25577032988
39945,59126.366473470815
39946,94021.49956061064
39947,93941.52143574362
39948,161209.86447736764
39949,107459.78653762664
39950,6523.4608012301715
39951,70804.09143371542
39952,65545.98195028164
39953,113787.97096861096
39954,83160.42714634359
39955,69537.03775015051
39956,26343.980539378124
39957,44843.570543178874
39958,91682.78009781298
39959,31451.46817949602
39960,119927.66313408563
39961,50289.30802702412
39962,10319.389571867909
39963,125368.55221272934
39964,49310.276250191804
39965,46264.06027588091
39966,53144.195919826365
39967,33401.149478019295
39968,75422.21861713573
39969,9911.650395927414
39970,4863.151787959546
39971,31981.92139532893
39972,29418.751416244846
39973,53576.802358596855
39974,44857.86677223409
39975,4689.548400304622
39976,19791.08734688234
39977,47457.46388614083
39978,96703.51393419136
39979,83653.23735067663
39980,6701.372273659237
39981,30806.600249519382
39982,59976.38125578187
39983,70560.31913454093
39984,35567.06723301297
39985,47959.55593150945
39986,131082.12847417075
39987,26644.47143145152
39988,63113.55957341041
39989,116129.56474609261
39990,94935.03708955183
39991,101848.54883420869
39992,13373.241006330427
39993,67214.5147063188
39994,118591.19354231712
39995,34127.87325112573
39996,36132.748813290855
39997,48107.85661715708
39998,41918.36860867674
39999,85393.33388941541
40000,23300.43232759196
40001,47993.95025181465
40002,67787.2299771441
40003,12345.329445411808
40004,27557.21598218422
40005,62834.89245169732
40006,6501.439378049664
40007,65743.59220161579
40008,117872.22841802974
40009,18370.375548915676
40010,117439.13771957203
40011,113618.28474763187
40012,39956.77987374971
40013,17120.305966618205
40014,97732.98177987934
40015,77003.99018766446
40016,75812.27747720935
40017,1778.2476432816045
40018,109475.08486851219
40019,80005.22412261518
40020,25782.73734862643
40021,29543.238119603473
40022,71126.89665465736
40023,62646.43091302496
40024,85548.18022503053
40025,148070.6234879634
40026,27961.391379262393
40027,70744.12735954001
40028,44142.84900020043
40029,46929.716333885895
40030,1524.4152416544641
40031,19226.145940958995
40032,132063.81186951717
40033,61268.71841201319
40034,74817.27683420503
40035,65455.095987176974
40036,27971.417092859294
40037,82331.59145964206
40038,69956.61216056296
40039,45928.95262999488
40040,16170.018644484731
40041,40143.01729241681
40042,100767.26061973532
40043,78556.39911357348
40044,114587.43441241198
40045,16459.24535190953
40046,146451.45900795585
40047,65312.40418950616
40048,68580.95477800643
40049,11100.74672723716
40050,107396.50385511428
40051,22473.69145833303
40052,66069.8764031301
40053,41977.00528947511
40054,68347.3144266348
40055,66001.55958006385
40056,57574.07170964055
40057,18590.398838654684
40058,43040.84454947122
40059,76466.64151068416
40060,118636.88933178013
40061,9346.99893261496
40062,38874.46850119311
40063,18932.610451050798
40064,14999.889153418731
40065,25786.387500313624
40066,46488.89178327902
40067,73819.97488283562
40068,27112.18483326871
40069,67735.4806223735
40070,19050.554819344685
40071,80544.72260219755
40072,54945.31397033106
40073,45971.77495817164
40074,47460.09937499425
40075,30381.775792030425
40076,20335.212005891797
40077,122570.3997691023
40078,51790.83107740003
40079,46576.6577011652
40080,58296.545139286296
40081,73454.57291544577
40082,26802.432663743384
40083,126660.52866067566
40084,50010.12668642312
40085,5197.762721403404
40086,12444.56582498226
40087,89904.02822095841
40088,64676.27443661502
40089,79046.11812831096
40090,63626.580083413755
40091,54677.53681941615
40092,38877.28865672349
40093,119102.65016114134
40094,133300.2767938914
40095,13303.198760518473
40096,23492.590686530562
40097,112258.27156194467
40098,88206.58181511561
40099,42896.04484227161
40100,38771.66681001719
40101,89046.11833600645
40102,122714.55072484107
40103,16178.276790828053
40104,95591.91823529304
40105,37689.45840563329
40106,58172.23057008612
40107,8170.467849610155
40108,52659.297437910915
40109,99515.09240845588
40110,49651.247934030995
40111,50820.389512632886
40112,32077.230347709417
40113,95879.10361587322
40114,11760.051406226481
40115,59998.30606518281
40116,34756.07496015796
40117,24358.77449528158
40118,4283.936847104969
40119,48843.434072401804
40120,22551.10196062693
40121,91045.53918131387
40122,178509.51732937602
40123,11427.155610532873
40124,56031.381961280895
40125,2572.754469871997
40126,94055.19526325865
40127,42954.31798684707
40128,83898.21225563622
40129,56310.51274341109
40130,54489.14062603127
40131,49104.763841462096
40132,151318.52951998607
40133,52628.50947129173
40134,53210.20100365614
40135,74863.59900344051
40136,88016.68476748509
40137,18951.042948845356
40138,114490.13906365077
40139,61458.77127586341
40140,110388.47408525042
40141,48070.00912800793
40142,13933.037263863902
40143,95533.08964051498
40144,39010.17060713049
40145,134834.14995757342
40146,7593.920538848984
40147,106902.26911191116
40148,46278.34223649049
40149,31755.830620817153
40150,91692.19404082991
40151,20433.907376825788
40152,33138.11874561277
40153,120207.88847458381
40154,16689.455904435097
40155,51946.20679198157
40156,19634.762991339547
40157,52077.588173156786
40158,38469.267164701196
40159,26468.619649199507
40160,14317.625194935454
40161,72636.5288215683
40162,14693.341400958381
40163,12867.104391874724
40164,35575.360402052655
40165,62099.99024078026
40166,57762.5518767713
40167,34010.46155934086
40168,32555.673484016268
40169,12358.940813399613
40170,101948.86943919273
40171,29742.86941170188
40172,34816.78479691922
40173,37620.14483772229
40174,31473.179901204898
40175,15108.350035208052
40176,86767.86683960177
40177,52503.483312615055
40178,11535.612267448923
40179,53031.8292433301
40180,14988.258889182462
40181,30127.288980906276
40182,19044.254939597817
40183,114195.88887883851
40184,15688.35744890423
40185,16551.215255389823
40186,73962.5559483852
40187,116140.70930469298
40188,7395.230150254155
40189,47974.00973061709
40190,17899.7477487945
40191,10711.08924722866
40192,88850.63224396422
40193,74276.69986017792
40194,20390.24742302055
40195,122602.96294011037
40196,68629.91987804967
40197,63515.46410352719
40198,69745.92419988029
40199,116723.64627223692
40200,142397.17165914876
40201,12726.874458610013
40202,76034.15187733823
40203,37457.30359946676
40204,85354.86817558973
40205,31673.851120488685
40206,50436.98737779343
40207,68149.45797907616
40208,56951.23007130451
40209,65376.17233169629
40210,100515.91131783425
40211,8755.45257114108
40212,107660.83853640794
40213,69675.20334035048
40214,19304.78423690812
40215,30786.18129638349
40216,70933.20333516608
40217,6323.300272568262
40218,35974.506187601204
40219,5414.8146637727095
40220,37888.77434566388
40221,5748.744542306847
40222,124777.97638452757
40223,47818.75629702592
40224,119548.28783658297
40225,72058.18602032606
40226,63411.775346978335
40227,47046.561740549616
40228,18431.92131156912
40229,124222.66011236414
40230,55116.001071395825
40231,46286.31874273275
40232,68533.69525029947
40233,95446.91884206228
40234,27259.295983276974
40235,83045.51260749603
40236,57842.43690570106
40237,30194.37883786442
40238,47227.903277449725
40239,38782.51318923181
40240,70098.3646143026
40241,102681.83824422216
40242,1655.8947644253465
40243,74224.44344585991
40244,100165.58596406995
40245,125466.50485667484
40246,123803.73693322363
40247,10698.733983308706
40248,43771.427980848304
40249,22708.248161885436
40250,172042.78790748422
40251,6037.006344026961
40252,107204.5089929866
40253,18132.35881489679
40254,24475.996568778333
40255,27576.721286778575
40256,54882.78420916666
40257,58361.12908990289
40258,104498.88348401313
40259,36904.37442493011
40260,8397.308576312602
40261,77053.68259009409
40262,24684.082303171264
40263,7300.631654251664
40264,79480.59515946508
40265,64813.40797421924
40266,7607.431166671334
40267,14532.899359303217
40268,60533.894468392486
40269,68715.63730406473
40270,104599.4056583744
40271,94286.27583646268
40272,26540.120470670503
40273,24742.045389133105
40274,70984.0396144788
40275,3442.475499856812
40276,31313.82332288845
40277,45864.712182731215
40278,74232.29347307445
40279,73945.09382439307
40280,55334.406639396744
40281,17073.198329743253
40282,6278.2620008102585
40283,16548.434727650914
40284,24860.717302105786
40285,27939.618213832568
40286,77546.86338714568
40287,87944.57073897675
40288,13582.82440953013
40289,135152.83890867594
40290,33039.385546058234
40291,109507.42965995881
40292,42139.702706243705
40293,9733.142513896422
40294,75661.95642194997
40295,85601.69608312986
40296,21438.27168025696
40297,35615.53253472487
40298,87921.83211031905
40299,101888.46117082311
40300,42366.227583233944
40301,91440.25918619394
40302,39917.41942414498
40303,34170.00593418819
40304,33480.209058441345
40305,42227.979342756
40306,52195.32740786373
40307,111760.31736412963
40308,55025.898975593955
40309,65128.50671862399
40310,55290.42946287058
40311,90746.19847878414
40312,72431.85629112818
40313,38123.56503586853
40314,30018.644208157315
40315,38338.20552778965
40316,19129.98939811412
40317,67907.03923497973
40318,147418.50224220392
40319,38379.121956569215
40320,22392.8928291957
40321,128262.72726523726
40322,11300.61854070359
40323,52841.325522675616
40324,10702.011192282707
40325,64082.45544713046
40326,30865.992626414496
40327,106068.70341144991
40328,37502.146925251895
40329,125985.3633543204
40330,41381.02522542112
40331,27853.33028021892
40332,6484.7634769085025
40333,4982.573719199745
40334,64229.83313821046
40335,21479.605665398267
40336,59067.250822601854
40337,77011.53906654425
40338,13001.31579601311
40339,56025.34638505754
40340,64745.48402273734
40341,53779.259572941715
40342,53616.334738135825
40343,27765.37696874764
40344,24540.6943805021
40345,73489.20501002527
40346,11937.224176897893
40347,70038.4208479887
40348,113874.526982364
40349,34539.55804598062
40350,162280.5354822491
40351,-212.70436454602245
40352,16754.68974638064
40353,39505.69317093507
40354,38300.95152274952
40355,89832.53469569374
40356,51781.33824971452
40357,162384.80832398788
40358,129378.03388161813
40359,37407.03802688261
40360,84279.93321941733
40361,17180.35368285237
40362,119383.97370229712
40363,62877.163567710035
40364,29850.470170068074
40365,69542.98163092542
40366,19141.06414781634
40367,132451.39104077694
40368,60108.163244543895
40369,60115.51001875214
40370,12838.48309670538
40371,107255.20795466566
40372,7549.51237349351
40373,75677.04911386024
40374,45810.406440144165
40375,15527.214917834643
40376,8607.163289702392
40377,36628.20771643571
40378,44933.622131706
40379,90734.9207251297
40380,74007.65027807376
40381,50316.76499212929
40382,93669.85631832118
40383,22486.01859137194
40384,67856.63735692475
40385,23356.02639246526
40386,86097.02366869117
40387,9514.632416191636
40388,18363.01653741043
40389,16436.722490638123
40390,29791.535905271576
40391,39194.45506012258
40392,57661.79224669132
40393,71526.50291382913
40394,58272.52110357008
40395,74869.58838987294
40396,39971.89097861881
40397,113638.3263326156
40398,85483.2866666002
40399,86073.93599313144
40400,12354.590285954528
40401,43719.42941514989
40402,27561.303336835113
40403,10898.612680074508
40404,9895.198361716706
40405,56151.02395356511
40406,77041.9695691878
40407,33533.59017226879
40408,85712.55938674093
40409,10152.78903650323
40410,5028.630837398711
40411,28299.207642557496
40412,32755.293451790498
40413,63010.823329699575
40414,41589.830653952806
40415,70031.88865625943
40416,65604.95286462543
40417,67744.10678599277
40418,9177.837043915933
40419,68498.00286752719
40420,71880.46488978023
40421,55869.501186173795
40422,25100.39091809666
40423,101520.54635968075
40424,43309.67710302844
40425,62028.349473440176
40426,89803.12357509347
40427,54204.19556086551
40428,70569.87689398217
40429,6368.223273378495
40430,71216.80738413631
40431,96382.70217812336
40432,37152.893233825205
40433,33601.50535551253
40434,24456.354351481335
40435,71454.84749035524
40436,46682.7330040692
40437,60201.912017743525
40438,36504.25946222251
40439,38817.6094396917
40440,31491.80522479434
40441,24475.05622571994
40442,133952.07971155658
40443,43443.105768672256
40444,49769.86135608579
40445,5494.572983845256
40446,19363.740750378027
40447,51840.595844702875
40448,65582.07349861483
40449,66469.49810750416
40450,14443.782028372445
40451,62508.45906569799
40452,63262.28332541518
40453,73969.87898142028
40454,65882.99855221646
40455,130710.68710734838
40456,87845.17495791001
40457,118973.43211478982
40458,69682.60410733674
40459,22742.972643451216
40460,100344.8445757569
40461,17760.455930533346
40462,78891.07130074194
40463,62349.38782687593
40464,27422.559955752604
40465,128129.47695959762
40466,69642.44931599671
40467,37300.540672828305
40468,36115.86113862112
40469,11932.213353703155
40470,23827.964073575484
40471,79943.37487650696
40472,17868.993064672737
40473,23535.629670798917
40474,31800.821388912773
40475,56265.43187577274
40476,77721.4076828406
40477,76097.19105130545
40478,11438.074274088773
40479,16717.44802686905
40480,22280.639408419946
40481,77492.85037108426
40482,35257.70336433876
40483,34523.31488136023
40484,14894.102696673994
40485,145027.81425347275
40486,109711.89692641125
40487,11146.303747503278
40488,61127.183696251486
40489,21690.377677535576
40490,119559.1875095465
40491,13848.475627824491
40492,23190.88415680877
40493,38216.989353666526
40494,42466.345180758224
40495,169616.06143136736
40496,18821.590942470208
40497,11140.887118100316
40498,71911.75293393045
40499,43187.608167365506
40500,116351.89909714463
40501,71372.56231831745
40502,96350.57287121081
40503,139866.1101773621
40504,26143.544851768478
40505,81436.83566095035
40506,39045.33713695104
40507,15467.200911109412
40508,12929.945049938078
40509,119437.69475225596
40510,66422.2970370312
40511,18649.73663056095
40512,17123.356248306896
40513,7568.254519703348
40514,67357.40605173953
40515,29779.352708852606
40516,69136.14344041752
40517,63547.89521219673
40518,100087.58210497143
40519,87604.17849998348
40520,34015.22595031647
40521,8109.480026366811
40522,163983.54747906557
40523,77294.79723471633
40524,93656.32410914061
40525,24729.473560137012
40526,18181.466745375248
40527,4453.050625281448
40528,108402.86885596228
40529,14315.644178523637
40530,68904.25100444477
40531,27182.705772600802
40532,5198.125814407398
40533,22922.79292857404
40534,38186.53272588542
40535,110546.17732233656
40536,65824.82461880517
40537,73772.64540886186
40538,14078.7513533297
40539,82763.01387770266
40540,44215.55554975247
40541,90665.1862449248
40542,85850.17794612491
40543,16987.462429904135
40544,35780.57007184715
40545,29235.385774722483
40546,52234.243018694695
40547,46804.15607097329
40548,84585.6991389543
40549,95036.08324784001
40550,95775.21588526451
40551,118266.4125395627
40552,11321.269908535198
40553,73262.0209737627
40554,6492.423591714954
40555,28676.518608020615
40556,81145.66987590372
40557,75311.24746782362
40558,72019.95054621
40559,105481.60019556795
40560,83463.76331174053
40561,92898.47876191711
40562,25315.459117925646
40563,9814.705829915098
40564,16566.021545637082
40565,9447.662000116334
40566,76317.39935557367
40567,72832.94696595006
40568,29381.743413183107
40569,87498.66682896404
40570,26764.845686527755
40571,25292.80462130203
40572,69203.04882317939
40573,19964.70219048049
40574,45985.6955570421
40575,68457.95432706008
40576,135136.73745568187
40577,2866.335718886094
40578,48836.97887196154
40579,90682.0768233857
40580,40386.643702678004
40581,54676.73738295286
40582,20334.38601505171
40583,13121.663697337442
40584,49316.05499500205
40585,107869.32495334605
40586,26900.350803949226
40587,11756.032412529403
40588,20961.379020499106
40589,47713.27263064812
40590,54043.26156047416
40591,17439.749469023634
40592,57523.80031608387
40593,24842.064295710094
40594,85139.91894273782
40595,17316.27321330809
40596,80084.76484528088
40597,124175.76116047832
40598,6581.224503375041
40599,94972.77089407059
40600,110023.78606450117
40601,98005.22719069607
40602,79659.51907400873
40603,30090.772821423514
40604,52327.45273214498
40605,51140.92826743146
40606,33064.106937574004
40607,15329.258414265501
40608,14020.609914877008
40609,127754.1756551448
40610,123109.8213979658
40611,22495.53085795398
40612,53409.02550478377
40613,68365.62227516955
40614,34799.17330126373
40615,7589.710190995285
40616,80599.53671407308
40617,32489.680070563252
40618,73650.10814971405
40619,74291.18464256103
40620,146782.35628192485
40621,105853.06809315932
40622,7710.2129376985395
40623,22987.53964531487
40624,9220.648119083158
40625,7574.67899038491
40626,7747.894884236859
40627,27611.00958887614
40628,102266.38999586154
40629,58151.662504918524
40630,28921.313697071655
40631,31282.72819733215
40632,19330.514075077874
40633,96483.41664353498
40634,14846.782138749051
40635,61290.221500382926
40636,51198.44860171021
40637,64602.60616005239
40638,19044.768149999647
40639,24344.251505854932
40640,45279.914510923474
40641,15344.278635404444
40642,36108.87789492984
40643,99222.3187315923
40644,48603.689755210675
40645,47393.09069297005
40646,126422.71174286005
40647,51000.46967696624
40648,112968.07522939018
40649,28738.209125249985
40650,93736.09090877205
40651,46091.47358841929
40652,59491.91463398594
40653,104358.91608372112
40654,15923.011122191643
40655,50739.53076424374
40656,43046.21323618265
40657,60980.37714628501
40658,44782.763107698534
40659,25381.026557124842
40660,140682.6237220654
40661,76791.78174777598
40662,66093.98348234255
40663,13558.369426757394
40664,15306.629946432362
40665,78675.52518324315
40666,91177.84680571736
40667,32568.95660771539
40668,19798.57743450894
40669,27224.995113700592
40670,100313.41674586016
40671,6353.873802715322
40672,125941.03775838524
40673,22766.841993539812
40674,97025.42602952037
40675,93281.21290158981
40676,35093.808716193766
40677,31469.20252319669
40678,32437.57455390227
40679,4258.860983731385
40680,12940.567757707871
40681,16810.208809339405
40682,48741.105823067126
40683,21194.706257853268
40684,158336.9870145059
40685,48518.26697050466
40686,62937.33312673813
40687,23445.231425962684
40688,80841.60869389054
40689,56910.95058002399
40690,46223.72480619348
40691,89966.43257596092
40692,104094.65561610962
40693,92394.2394790889
40694,112277.81298939254
40695,13072.325840895905
40696,74450.78550436717
40697,85345.41808153572
40698,38500.38698453316
40699,40758.24885870976
40700,60015.17623169626
40701,12709.843866251747
40702,14115.539393491372
40703,11528.901980846487
40704,55889.26217158264
40705,113285.72107841264
40706,87486.14304608764
40707,92054.9117433478
40708,96853.56104999811
40709,149806.6317163346
40710,27295.11532524766
40711,74244.33052148292
40712,13601.153976844293
40713,35327.157153464126
40714,89869.1441891244
40715,93546.94806284532
40716,50236.3507665518
40717,49134.54937784697
40718,71228.05391142357
40719,53380.44573966098
40720,69568.24406925644
40721,89704.94817768705
40722,8127.681906888037
40723,86800.96094873105
40724,110464.94716607178
40725,81938.60982051809
40726,9138.0671975381
40727,86725.95591941242
40728,76267.84066373605
40729,84856.34936081
40730,13261.836107374293
40731,73659.52698386178
40732,51343.21356225146
40733,21684.616120941795
40734,132132.55447841572
40735,50081.811381464206
40736,41675.456715778455
40737,60204.83257969617
40738,74726.26519354516
40739,93947.46690356535
40740,59507.72721421388
40741,90181.8122045047
40742,74935.06888380054
40743,12365.735606725217
40744,17357.154702389
40745,77698.6308698139
40746,87339.28021476573
40747,122239.6324726026
40748,93537.56765991618
40749,3246.596249307695
40750,104956.9089528731
40751,129631.72457065702
40752,59688.142791540755
40753,32367.494346446132
40754,77173.64231889958
40755,80482.49286793335
40756,56096.030695512745
40757,103774.65526267258
40758,4748.293776297799
40759,38884.989021641086
40760,72255.14620265742
40761,11457.180556760693
40762,27037.74370588998
40763,11827.592310193686
40764,97017.95254187807
40765,15676.455477422556
40766,107279.23659665811
40767,84338.96011180297
40768,73303.33005400459
40769,18127.09317291882
40770,5454.53713230394
40771,31253.31759640377
40772,61363.0199260979
40773,40407.11337386576
40774,65009.30514832435
40775,24051.078247169542
40776,40899.32047821134
40777,85616.93513254182
40778,10943.244038140832
40779,81309.98137737722
40780,16268.607950850193
40781,24126.13292692134
40782,14954.939328888539
40783,95852.01436828612
40784,5056.510825708326
40785,14570.666056722019
40786,15129.239416540164
40787,29922.349449521793
40788,75476.01057669507
40789,17413.317411950706
40790,116959.60158426613
40791,39528.21074353583
40792,94728.87707914744
